Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Charges Per Month,Num Services,Tenure Group,High Value Customer,Auto Payment
0.21029967,0.0418824,-0.00062851876,0.21687664,0.3682095,-0.0578194,-0.02299399,0.14640294,0.12502086,0.19075917,-0.73841065,0.09843687,-0.15929766,0.6912078,0.029963499,0.1480612,-0.12661816,-0.012465715,0.16527398,0.059323702,0.04864818,-0.27779207,0.1506705,0.08122331,-0.2352192,-0.0031954448,0.22551034,0.0006779199,-0.165264
0.08650556,0.016825896,-0.059476912,-2.053196,-0.13568276,-0.061022647,0.004473343,0.083385594,0.057863858,0.0024746654,0.049975865,0.040235646,0.050115325,0.5281504,0.015973844,-0.44695467,-0.051238097,0.00280781,-0.2005746,-0.21319573,0.042057257,0.06474347,0.119849704,-0.45460397,-0.12097402,-0.108063616,0.12583798,0.008690666,0.11593149
-0.12024497,0.0336464,-0.024125922,0.24539055,-0.47994202,-0.06656446,0.021712476,0.123526536,0.07943859,0.072935104,0.08012231,0.012461899,0.051866565,-0.95776606,-0.0679321,-0.97482646,-0.6535892,0.01297054,-0.31234092,-0.13724779,0.04700347,0.09633163,0.17005312,-0.6575983,-0.17869075,-0.16986956,-0.13910095,0.007273175,0.114973314
0.12686485,0.028694278,-0.0033762949,0.23255529,-0.56578755,-0.07056004,-0.05067768,0.085647956,0.066612124,0.108228825,0.06602504,0.061311517,0.042682886,-2.0341325,-0.032355644,-0.88465446,-0.65038157,0.014975807,-0.28442052,-0.15514888,0.06624294,-0.29287648,0.0828665,0.10680416,-0.29154906,-0.14355206,-0.45015165,0.0057190885,-0.1431464
-0.16311905,0.014136985,-0.004210476,-2.2211084,-0.9421561,-0.052581362,-0.022476982,0.10156585,0.14061256,0.16001646,0.086311266,0.10600075,0.018757544,-1.7733016,0.005813768,-0.002790335,-0.13539825,0.017855518,0.055264853,0.017868059,0.026622107,-0.24668564,0.06394825,0.0724093,-0.15059678,0.038673088,-0.3027831,0.008179708,-0.07558672
0.091771096,0.0060512084,-0.012002453,0.24688414,-0.060851958,-0.06796163,0.023287194,0.14672129,0.12148214,0.09341133,0.12020549,0.019298187,0.034864,0.6190557,0.041403,0.024759037,0.13246466,0.015283296,0.15660244,0.05209002,0.05521092,0.038153715,0.18094902,-0.6869592,-0.20539889,-0.15209694,-0.07069596,0.0071272925,0.11000566
-0.14756311,0.0457598,-0.012653806,0.18372382,0.1816505,-0.07992741,-0.04262407,0.13727503,0.15434603,0.056528978,0.12208692,0.055197056,0.07226274,0.62927276,-0.14813332,-0.2371393,-0.041434776,0.005821861,-0.23759857,0.113408215,0.041673418,0.036858503,0.110811554,-0.6410582,0.1284753,-0.069992356,0.20173964,0.0081749,0.10863602
-0.12188946,0.028663402,-0.0053975023,0.20481491,0.07548953,-0.09885941,0.016761754,0.12040705,0.07987273,0.045004446,0.08543672,0.04440964,0.062897064,0.5971628,0.0334551,-0.84056437,-0.058609568,-0.01583544,-0.431989,-0.4267893,0.037190977,0.10249963,0.17299229,-0.6196036,-0.26662123,-0.100333855,0.16791072,0.006330248,0.13701022
-0.12120414,0.018656598,0.007075404,-1.8804711,-0.107734285,-0.045708384,0.0051513305,0.08920157,0.08779186,0.032305,0.05725229,0.034174215,0.05389502,-1.1459343,-0.07999512,-0.6138389,-0.2579659,0.011961213,-0.11551858,-0.14921243,0.03756727,0.06980167,0.11802668,-0.56647223,-0.13554782,-0.14483576,-0.039556734,0.0103485435,0.09986406
0.11938201,0.04016828,-0.06464105,-1.822856,-0.35966748,-0.11163472,0.015594443,-0.15991811,-0.28089768,0.06371487,-0.27156216,0.062515154,0.06416789,0.48750183,0.031675372,-0.23182948,-0.12129612,-0.011886473,-0.11619845,0.013820615,-0.5939229,0.03646495,0.16993655,0.084039435,-0.21696489,0.07200406,-0.115389034,0.006694352,-0.1592709
0.07068685,0.021551732,0.27407014,-1.7843492,-0.74125284,-0.07992101,-0.04887176,0.052196644,0.06690387,0.075019956,0.08693933,0.031150214,0.04131066,0.5303786,0.022951957,-0.34206045,-0.101706564,-0.005044811,-0.21977009,0.03054091,0.05262101,0.026200846,0.19537708,-0.7614313,-0.17246386,-0.116047956,-0.17515334,0.0074485643,0.104649946
-0.16242032,-0.15331674,-0.0055375444,0.20961235,-0.3479003,-0.07953891,0.006204703,0.072739705,0.04664606,0.109193355,0.053874437,0.027669916,0.06158391,-1.0016192,-0.05332731,-0.99864537,-0.6981294,0.012075585,-0.3290079,-0.17078228,0.05744271,-0.71982795,0.13943987,0.0669235,-0.48919854,-0.17127517,-0.15457277,0.0066153267,-0.17028724
-0.33321324,0.034257174,-0.06906183,0.2187039,0.45701033,-0.0435506,-0.050279126,0.1236508,0.11836559,-0.3851543,-0.5452445,0.060627535,-0.15139478,0.6168492,-0.15954381,0.18755135,-0.05899381,-0.005322878,0.19175512,0.052466974,0.018387223,-0.49032784,0.1371428,0.063362174,-0.11573989,0.030385848,0.27614686,-0.030455472,-0.20420346
-0.19735445,0.02601671,0.14116992,0.22920732,-0.030193556,0.5297494,0.009718886,0.050367646,0.11307274,0.064792395,-0.7007618,-0.05155878,0.050432686,0.5614446,-0.22799823,-0.420163,-0.009561087,-0.0021072929,-0.25614238,0.056708947,0.038538076,0.049420122,0.12124134,-0.70790005,0.1004946,-0.0995724,0.18549985,0.007940591,0.11723862
-0.14948756,0.024692941,-0.05861868,-1.8870413,-0.21746297,-0.101660036,0.024850039,0.07365117,0.09538268,0.008025831,0.06803644,-0.090060614,0.07278665,0.5263464,-0.02824415,-0.23440504,-0.2584939,0.0048078923,-0.16511898,0.03545804,0.042218883,0.073026665,0.11968038,-0.4791646,-0.13791369,0.10505752,0.18119632,0.009159156,0.11832481
0.02854862,0.057013005,0.00050626416,0.2519332,-1.2925918,-0.02361524,-0.011663926,-0.5221957,-0.27032137,-0.28720382,-0.29097107,-0.08855527,-0.046899904,-1.9096824,-0.08499361,0.5890946,-0.19268706,0.025430523,0.05558784,0.01626787,-0.01109581,-0.2585193,0.06860058,0.1018299,0.19546261,0.13105698,-0.39270857,0.00747659,-0.08202107
0.08029276,0.017834269,-0.05744492,-1.9746628,-0.4226315,-0.08285284,-0.0021791488,0.03177387,0.10214014,0.011544596,0.07872506,0.015580148,0.043928728,0.5220227,-0.0050855153,-0.6978076,-0.22684218,0.0044650985,-0.2281101,-0.15137197,-0.13790695,0.05893001,0.14617099,0.077802606,-0.25891373,-0.1264556,-0.019979073,0.007918845,-0.17467998
0.07227391,0.026087858,-0.04258556,0.23783413,-0.22605719,-0.06453191,0.02407236,0.119069815,0.09016154,0.04931857,0.051087216,0.045730446,0.040601227,-1.1897428,-0.07796812,-0.9147477,-0.50516945,-0.0021951376,-0.2323935,-0.26420912,0.041045494,0.077679485,0.17103231,-0.6022393,-0.32605672,-0.17639783,0.1377643,0.0063132048,0.10816755
0.048479483,0.07274658,0.035278924,0.39530632,0.11295217,-0.030096972,-0.061587136,-0.6430202,0.16343173,-0.43110353,0.07902239,-0.1274332,-0.09149363,-0.652524,-0.02375665,1.0843905,-0.02544346,0.01741949,0.13175777,0.019313456,0.044861168,-0.37450972,0.11249446,0.1450655,0.16247761,0.2403831,-0.4357602,0.012493099,-0.13298562
0.13847071,0.057478674,-0.042901877,0.13906918,0.06353198,-0.11283249,0.010111917,-0.56880707,-0.4112954,-0.18809424,0.07231553,0.058877625,0.15904863,0.5341123,-0.105863184,-0.3772806,-0.17353398,-0.042313896,-0.2590647,0.04979357,0.10395346,0.031677186,-0.21963188,0.075221956,-0.34854618,0.08464795,0.12458591,-0.0024296027,0.09294028
-0.07690526,0.053200748,-0.021023529,0.27953115,-0.3184381,-0.12371311,0.04374356,0.12693088,-0.36587387,0.105243124,-0.35265353,0.06301151,-0.22737995,-0.61345935,0.06491508,-0.388516,-0.12682411,-0.028200777,-0.21385975,0.024944587,-0.3790655,0.042389657,0.20947304,0.0536459,-0.19777825,0.08413209,-0.05310651,0.006325674,-0.11841046
-0.10616603,-0.17777368,-0.015423723,0.20820744,-0.23112005,-0.16131976,-0.01835419,0.1047439,0.16179843,0.07301163,0.120950446,0.0448052,0.12714241,0.5403683,0.068284675,-0.29053113,-0.15082577,-0.00588663,-0.32486352,0.071406014,0.054030105,0.036566794,-0.09447049,0.12171712,-0.021923259,-0.13795678,-0.034863777,0.008574322,0.13814521
0.06900871,0.037012737,-0.015342067,0.14513245,0.22346109,-0.106700495,-0.047695924,-0.7155232,0.1363611,0.114759184,0.09011718,0.04714053,0.09029759,0.60676396,0.06514516,-0.4670493,-0.05579646,0.0011458745,-0.15634872,0.08722282,0.06557615,0.021309786,-0.13138653,0.09459752,-0.316923,-0.02593883,0.15999913,0.0023076609,0.0917615
0.13877442,0.028116727,0.008849997,0.21901008,0.14877068,-0.063184984,-0.010433882,0.10493845,0.17077744,0.107543744,0.17156026,-0.0443784,-0.10073983,0.6495848,-0.1117512,0.6591463,0.02842399,0.018003955,0.27472454,0.0480533,-0.22103392,0.048825506,0.15214042,0.06959313,-0.13573155,0.07475777,0.27165085,0.013742222,-0.18832767
0.04015788,-0.22947024,0.013434614,0.22112538,-1.1680114,-0.02239366,-0.0015283908,-0.5002793,-0.29598308,-0.28848466,-0.30551156,-0.09880438,-0.060524356,-1.9401491,-0.083691,0.6234802,-0.16854122,0.01503674,0.04895536,0.016648464,-0.0009497779,-0.19811007,0.090509675,0.070930436,0.11915171,0.13013896,-0.39854026,0.009689851,-0.08360371
0.1004764,0.047133178,-0.0069668973,0.22530484,0.21350862,-0.09719102,-0.0041190973,0.13861224,0.12329012,0.07828976,0.099251494,0.037955273,0.059428938,0.69396245,0.049999487,-0.3034317,-0.1289124,0.010985841,0.17641841,0.05017405,0.062004227,0.031984057,0.1703504,-0.59687054,-0.21157075,-0.17866023,0.20732124,-0.00018398993,0.11392564
0.13814715,0.031714134,-0.02896804,0.18383381,-0.5342497,-0.09017794,0.008829636,0.12513758,0.082094416,0.070952944,0.08155237,0.014043856,0.0429735,0.56319153,-0.1102497,-0.8395069,-0.23430507,0.011773366,-0.4784514,-0.20564556,0.045955837,0.08072941,0.20181958,-0.69244957,-0.2874646,-0.12701662,-0.15984748,0.007368072,0.11307239
0.101937294,0.024714999,-0.046242062,0.2236504,0.34008896,-0.07694625,-0.0072063706,0.14639774,-0.43065438,0.095383756,0.12822622,0.09736447,-0.21424705,0.6983944,0.10805959,0.118162975,-0.02823669,0.02001358,0.23015669,0.06523195,0.020567179,0.032638755,-0.16937615,0.11239537,-0.08174699,0.11449948,0.12452971,-0.001378401,0.07960642
-0.14021969,-0.14099833,0.051731206,0.31234893,-0.24337827,-0.07109715,0.0019792542,0.16682416,-0.3581558,-0.26297247,0.22025321,0.033053353,-0.14584583,0.58364606,0.054389056,0.6827932,0.13872835,0.02107415,0.32937038,0.037101567,0.0426694,0.07789428,-0.08643381,0.066900715,-0.094753176,0.067744285,-0.15802276,-0.025096644,0.1671063
0.09972191,0.03861698,-0.0024281896,0.22495127,-0.35572806,-0.06639222,0.04462309,0.06269329,0.12153701,0.06559421,0.07475642,0.06401877,0.043066632,-2.080862,0.025827896,-0.71798897,-0.22581793,0.005567978,-0.27698666,-0.17214288,0.04758308,-0.616053,0.11784328,0.030729946,-0.44918466,-0.19658986,-0.41540065,0.004842178,-0.15493777
-0.15438968,0.012840471,-0.005609213,0.22546005,-0.7376217,-0.075453214,0.025138816,0.13568164,0.12654805,0.09969828,0.16034319,0.008672423,-0.002476588,0.5459298,-0.12515286,0.049541213,-0.08416577,0.008665928,0.18280478,0.036374416,0.056760255,0.055641167,0.16678524,-0.9139754,-0.16390711,-0.11750586,-0.078940235,0.00842917,0.09949374
-0.09425204,0.013859767,0.028257351,0.23243134,-0.45180583,-0.066371836,0.052715532,0.11836527,0.055729713,0.04749208,0.07501358,0.031401027,0.041037645,-1.9691172,-0.020627875,-0.8860753,-0.46930084,0.019825699,-0.29337448,-0.143725,0.03153428,0.10978764,0.118688546,-0.54983747,-0.34507108,-0.17984739,-0.5362673,0.0076559163,0.17192689
0.04044218,0.005930183,-0.043618396,-1.7480735,-1.004083,-0.07129353,-0.095332734,0.07186331,0.058881227,0.03577259,0.07599105,0.019766485,0.03470143,-1.8842845,0.0111252265,-0.4079621,-0.3587426,0.017776549,-0.11462992,-0.10710609,-0.18286741,0.046248205,0.07403036,0.087122835,-0.2197602,-0.16180241,-0.3442061,0.00801017,-0.10360125
0.20453697,0.039230935,0.012049566,0.2031793,-0.60527295,-0.08774354,0.05927927,0.12177247,-0.16682634,0.12806705,-0.40039185,0.064259656,0.0856827,0.47073865,0.01979331,-0.16436194,-0.058716487,-0.0064572594,-0.3005354,0.029038133,0.12159428,0.036734913,0.26032862,-0.7490434,-0.13384543,0.109595835,-0.15883285,0.006150927,0.11775581
0.11915495,0.039049044,0.07206642,0.31345123,-0.4041732,-0.0635728,-0.039261267,0.16864166,0.14733659,-0.3204573,0.18790717,0.06458891,-0.15298219,0.5821734,0.03171062,0.082223885,-0.03231363,0.024033777,0.2529764,0.037904922,-0.24876396,0.07527594,0.098704234,0.07990666,-0.36048996,0.07098298,-0.23984869,-0.093905084,-0.2875835
0.08017357,0.047347102,0.019364707,0.21268798,0.20843701,-0.0814379,0.0096472185,0.09211414,-0.28382936,0.10522843,0.072564356,0.09956679,0.09266043,0.6771069,0.04776177,-0.2680979,-0.10913549,0.014625024,-0.22935615,0.13506313,0.084371164,-0.1776146,0.15385833,0.14388199,0.17772119,-0.053074166,0.16423342,0.0025196332,-0.14841922
0.07278256,-0.16803959,0.095700316,0.3549399,-0.15411834,-0.02546227,-0.044760596,-0.34582627,-0.2241521,-0.2007961,-0.52736926,0.090343565,0.097730875,-0.50372225,0.10449836,0.2789968,-0.07704279,0.018681146,0.08709518,0.015998585,0.09798398,0.0428555,-0.12588163,0.11475515,-0.13156539,0.25585932,-0.4147943,-0.014196085,0.11831116
0.08615253,-0.10255805,0.30182073,-2.1581771,-0.4797968,-0.04164482,-0.02848968,0.08981202,0.13139078,0.11252526,-0.55618525,-0.07817146,-0.08918282,0.6078204,0.044301238,0.6585616,-0.014666467,0.015415175,0.15324087,0.0277138,0.049056455,0.048810273,-0.12550594,0.061260987,-0.044943336,0.08069053,-0.22347036,-0.010564118,0.10555935
-0.0058596167,0.0265965,-0.033824828,-2.0341213,-0.9316942,-0.026004681,-0.013117515,-0.35896102,-0.22884475,-0.24246536,-0.21679991,0.07156745,-0.034714766,-1.7301697,-0.041450378,0.6490243,0.0035218261,0.011524345,0.038179316,0.013347498,0.0048356634,-0.20316102,0.051114846,0.087202296,0.3539302,0.15284863,-0.30582294,0.0032441707,-0.050846297
-0.080630854,0.021454273,0.21822761,-1.4847564,0.78299236,-0.07663815,0.039618835,0.09687994,-0.39546847,-0.0036531005,0.06892757,0.083469346,0.1334115,0.69205004,0.12329875,-0.11566638,0.13456564,-0.0773573,-0.16925251,0.054017656,0.03730031,0.0443102,-0.018530902,0.119313374,-0.022291642,-0.07588519,0.18132411,0.0074014664,0.0821634
0.062034834,0.08378867,-0.00530925,0.38668174,0.05671413,-0.025396971,-0.04653167,-0.33321726,-0.24853908,0.27600265,-0.359847,-0.09171123,-0.025008343,-1.1276795,-0.058694877,1.2034644,0.020153642,0.02538418,0.10626478,0.016878987,-0.004230617,-0.2012825,0.11826336,0.12528951,0.28676045,0.17439848,-0.39290172,0.01594673,-0.06127501
0.021319589,0.15667702,0.019880237,0.391971,0.21311429,-0.023460524,-0.017700007,-0.36369574,-0.21038845,-0.16787146,-0.28794596,-0.057052817,-0.055830963,-1.0653703,0.1678983,1.1501868,0.3303476,0.027886754,0.10527549,0.014530194,-0.10957882,0.05628987,0.08406081,0.1357364,0.36926523,0.06743927,-0.35156935,0.0014760242,-0.064941265
-0.08431682,0.020180667,-0.032809768,-2.2354789,-0.13208553,-0.050293945,0.043533474,0.05736541,-0.1859327,0.05884498,-0.31077456,0.085461184,0.020657161,-1.7759625,1.7168e-05,-0.12131593,-0.23549956,0.029102245,0.03890519,0.013706143,-0.14470223,0.06618136,0.045528825,0.0935082,-0.26858115,-0.014999098,-0.3304135,0.009855715,-0.08322865
0.068417296,0.036259063,0.06926683,0.32809123,-0.35402453,-0.08421326,0.003911118,0.16413875,0.09395884,0.11843069,0.14428365,0.051406797,-0.19508386,0.6123084,0.015417598,-0.07687611,-0.11351153,0.01753734,0.2328482,0.035937153,0.04582518,0.049021166,-0.21573089,0.11240689,-0.17834362,-0.18492152,-0.17750418,0.010969525,0.12207093
